model_id,candidate_rank,roles,orders,quantity,unit,split,evaluation_scope,effect_groups,reduction_comparisons,condition,mse,rmse,mae,max_abs,observation_count,mean_bias,mean_mse,centered_mse,centered_rmse,centered_r2,spatial_correlation,normalized_rmse,target_mean,target_variance,relative_rmse,baseline_mse,mse_nm2_s2,rmse_nm_s,mae_nm_s,max_abs_nm_s,r2,bias_nm_s,relative_rmse_vs_test_mean,relative_bias_vs_test_mean,centered_spatial_rmse_nm_s,centered_spatial_r2,constant_train_mean_rmse_nm_s,rmse_improvement_vs_constant_train_mean,target_range_nm_s,prediction_range_nm_s,range_capture_fraction,weight,refit_score,effective_roles,effect_scopes,response_structure,regularization,common_total_order,within_total_order,max_effect_coefficient,boundary_parameters,case,selected_model
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",1,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,holdout,fixed_model_holdout,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}",[],3,1.099626429180128e-06,0.0010486307401464674,0.0009412973331437277,0.0024610481454290234,49.0,0.0004310640638207177,1.8581622711763178e-07,9.138102020624961e-07,0.0009559342038354397,-0.014799642556980741,0.17206833302148672,nan,0.14391471285714286,9.00483370057145e-07,0.007286473490638807,0.0007689330687420045,1.099626429180128e-06,0.0010486307401464674,0.0009412973331437277,0.0024610481454290234,-0.2211512902346493,0.0004310640638207177,0.007286473490638807,0.0029952744598713407,0.0009559342038354397,-0.014799642556980741,0.027729642420016968,0.9621837626225753,0.00523752999999999,0.001810482871430541,0.34567494055987164,,,,,,,,,,,,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",1,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 1.8316222134339506e-13, 'mean_mse_increase': 1.2451561518851375e-13, 'centered_mse_increase': 5.864660626290593e-14}, {'effects': {'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 3.2701542321643327e-05, 'mean_mse_increase': 3.0125986119362806e-05, 'centered_mse_increase': 2.575556202280512e-06}]",1,4.4488941923064926e-07,0.00066700031426578,0.0005479421348080499,0.0013891058167892212,49.0,1.0940466334378241e-05,1.1969380361366367e-10,4.4476972542703556e-07,0.0006669105827823064,-0.08027981291687403,0.019955336507712574,nan,0.10921737265306122,4.1171714967634963e-07,0.0061070899076153965,8.712355577955682e-05,4.4488941923064926e-07,0.00066700031426578,0.0005479421348080499,0.0013891058167892212,-0.08057053144464921,1.0940466334378241e-05,0.0061070899076153965,0.00010017148434005653,0.0006669105827823064,-0.08027981291687403,0.009333999988191387,0.9285407847536304,0.0033476649999999997,0.0009536191111662873,0.28486097359391915,1.0,8.97653343679716e-07,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,1.4074646633398433,[],,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",1,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 2, 'weight': 1.0, 'mse_increase': 4.4516947235288885e-08, 'mean_mse_increase': 4.435070677535527e-08, 'centered_mse_increase': 1.6624045993364938e-10}, {'effects': {'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}, 'condition': 2, 'weight': 1.0, 'mse_increase': 0.00013862493797818677, 'mean_mse_increase': 0.0001368645348391027, 'centered_mse_increase': 1.7604031390840864e-06}]",2,2.2732564931336921e-07,0.00047678679649647304,0.00037023008637695153,0.001135907238999631,49.0,-0.00019712223354347705,3.885717495716911e-08,1.8846847435620008e-07,0.0004341295594130859,-0.09948286506274906,-0.08742041083034223,nan,0.07686286373469386,1.7141556302966477e-07,0.006203083951466982,0.0027513065521508413,2.2732564931336921e-07,0.00047678679649647304,0.00037023008637695153,0.001135907238999631,-0.32616692029316363,-0.00019712223354347705,0.006203083951466982,-0.0025645965290062604,0.0004341295594130859,-0.09948286506274906,0.05245289841515759,0.9909101916023254,0.0019401760000000018,0.00037742585467348544,0.19453176138323797,1.0,9.813707761784416e-07,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,1.4590242156305606,[],,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",1,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 4, 'weight': 1.0, 'mse_increase': -8.093213548469739e-12, 'mean_mse_increase': -4.171305318151365e-12, 'centered_mse_increase': -3.921908230319201e-12}, {'effects': {'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}, 'condition': 4, 'weight': 1.0, 'mse_increase': 1.9326894435780277e-05, 'mean_mse_increase': 1.826721144778759e-05, 'centered_mse_increase': 1.0596829879926917e-06}]",4,1.793900344827226e-07,0.0004235446074296338,0.00035274237284407193,0.0009648362692292467,49.0,4.888919511354644e-05,2.3901533988504132e-09,1.7699988108387222e-07,0.00042071353803255755,0.03256072782602315,0.23009737523871657,nan,0.07443086153061225,1.8295709733400396e-07,0.00569044343595884,0.0031019972414936927,1.793900344827226e-07,0.0004235446074296338,0.00035274237284407193,0.0009648362692292467,0.019496717554331133,4.888919511354644e-05,0.00569044343595884,0.0006568403765343906,0.00042071353803255755,0.03256072782602315,0.05569557649844099,0.9923953636166871,0.0023843499999999934,0.0008202081954586105,0.3439965590029202,1.0,9.863456350086828e-07,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,1.4330125702369627,[],,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",1,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 5, 'weight': 1.0, 'mse_increase': 1.982323911953448e-16, 'mean_mse_increase': 1.733958168474073e-16, 'centered_mse_increase': 2.4836700079390595e-17}, {'effects': {'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}, 'condition': 5, 'weight': 1.0, 'mse_increase': 0.0011629034950225545, 'mean_mse_increase': 0.0011626806081712683, 'centered_mse_increase': 2.2288685128569137e-07}]",5,2.3459408088025574e-06,0.0015316464372702198,0.0013114648150311641,0.0029437128379389,49.0,0.000122182337177753,1.4928523518218123e-08,2.3310122852843394e-06,0.0015267653013100407,-0.1721598841895382,-0.24103207388956033,nan,0.20429415020408165,1.988647041010162e-06,0.007497260375493702,0.013798163113631348,2.3459408088025574e-06,0.0015316464372702198,0.0013114648150311641,0.0029437128379389,-0.17966675856712255,0.000122182337177753,0.007497260375493702,0.0005980706596625394,0.0015267653013100407,-0.1721598841895382,0.11746558267693286,0.9869608918428241,0.005754740000000008,0.0012805829245965683,0.22252663449548832,1.0,2.704655385923608e-07,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,1.3823722273578996,[],,
"cvd:aib_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,outer_condition_cv,outer_selection_procedure,"{'AB': ['adn_2', 'idn_2']}",[],1,4.5875669678391866e-07,0.0006773158028452596,0.0005432645305933671,0.0014705435826978253,49.0,-0.00011055236748045382,1.2221825955533302e-08,4.465348708283854e-07,0.0006682326472332712,-0.08456708975908822,0.04381682312523922,nan,0.10921737265306122,4.1171714967634963e-07,0.006201539062808387,0.00024559327523013025,4.5875669678391866e-07,0.0006773158028452596,0.0005432645305933671,0.0014705435826978253,-0.11425209550912996,-0.00011055236748045382,0.006201539062808387,-0.0010122232827522169,0.0006682326472332712,-0.08456708975908822,0.01567141586552186,0.9567801780861805,0.0033476649999999997,0.0010764949884901343,0.32156592385741534,1.0,,,,,,,,,,1,"cvd:aib_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2"
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,outer_condition_cv,outer_selection_procedure,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}",[],2,2.1717263543953602e-07,0.0004660178488422262,0.0003977144534094681,0.0009672435296426418,49.0,0.00016593890072627544,2.7535718774244695e-08,1.8963691666529134e-07,0.0004354732100431568,-0.10629929577907249,-0.08859746089045648,nan,0.07686286373469386,1.7141556302966477e-07,0.0060629779609925995,0.0031475396842394897,2.1717263543953602e-07,0.0004660178488422262,0.0003977144534094681,0.0009672435296426418,-0.2669365114878901,0.00016593890072627544,0.0060629779609925995,0.002158895631303092,0.0004354732100431568,-0.10629929577907249,0.0561029382852582,0.9916935215322817,0.0019401760000000018,0.00041701910308764023,0.21493880095807796,1.0,,,,,,,,,,2,"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2"
"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2",,"{'A': 'idn_2', 'I': 'n2', 'B': 'adn_2'}",{},deposition_rate,nm/s,outer_condition_cv,outer_selection_procedure,"{'A': ['idn_2'], 'B': ['adn_2'], 'I': ['n2']}",[],3,1.099626429180128e-06,0.0010486307401464674,0.0009412973331437277,0.0024610481454290234,49.0,0.0004310640638207177,1.8581622711763178e-07,9.138102020624961e-07,0.0009559342038354397,-0.014799642556980741,0.17206833302148672,nan,0.14391471285714286,9.00483370057145e-07,0.007286473490638807,0.0007689330687420045,1.099626429180128e-06,0.0010486307401464674,0.0009412973331437277,0.0024610481454290234,-0.2211512902346493,0.0004310640638207177,0.007286473490638807,0.0029952744598713407,0.0009559342038354397,-0.014799642556980741,0.027729642420016968,0.9621837626225753,0.00523752999999999,0.001810482871430541,0.34567494055987164,1.0,,,,,,,,,,3,"cvd:aib_qss:AIB:full:bulk_as_surface:A=idn_2,I=n2,B=adn_2"
"cvd:langmuir_hinshelwood_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,outer_condition_cv,outer_selection_procedure,"{'AB': ['adn_2', 'idn_2']}",[],4,1.787709839826328e-07,0.00042281317858202196,0.00035163807257786314,0.0009113485061002513,49.0,5.101593692216576e-05,2.6026258200463955e-09,1.7616835816258646e-07,0.000419724145317596,0.037105634437477275,0.2467558771894305,nan,0.07443086153061225,1.8295709733400396e-07,0.005680616479336673,0.0034978897279603484,1.787709839826328e-07,0.00042281317858202196,0.00035163807257786314,0.0009113485061002513,0.022880300422175037,5.101593692216576e-05,0.005680616479336673,0.0006854137634989446,0.000419724145317596,0.037105634437477275,0.05914296008791197,0.9928509973468771,0.0023843499999999934,0.0008860024171790937,0.3715907552075392,1.0,,,,,,,,,,4,"cvd:langmuir_hinshelwood_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2"
"cvd:langmuir_hinshelwood_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,outer_condition_cv,outer_selection_procedure,"{'AB': ['adn_2', 'idn_2']}",[],5,4.44919793705612e-06,0.002109312195256103,0.0017984355696675077,0.003842657144020878,49.0,0.0014369106763359814,2.0647122917683276e-06,2.3844856452877927e-06,0.0015441779836818659,-0.19904920084589706,-0.31700332231647416,nan,0.20429415020408165,1.988647041010162e-06,0.010324878089504691,0.01064968956449839,4.44919793705612e-06,0.002109312195256103,0.0017984355696675077,0.003842657144020878,-1.2372989501425482,0.0014369106763359814,0.010324878089504691,0.007033538037680302,0.0015441779836818659,-0.19904920084589706,0.10319733312687102,0.9795604001446151,0.005754740000000008,0.0012192477790639034,0.21186843872423455,1.0,,,,,,,,,,5,"cvd:langmuir_hinshelwood_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2"
"cvd:aib_qss:AIB:full:bulk_as_surface:A=adn_2,I=n2,B=idn_2",2,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 1.41253035540489e-11, 'mean_mse_increase': 1.8569466677287584e-11, 'centered_mse_increase': -4.444163123114246e-12}, {'effects': {'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 3.270155626875789e-05, 'mean_mse_increase': 3.012600456929905e-05, 'centered_mse_increase': 2.5755516994588286e-06}]",1,4.4487547708931656e-07,0.0006669898628085112,0.0005477450121052851,0.0013881308193940955,49.0,1.006224888141635e-05,1.012488525515646e-10,4.4477422823676494e-07,0.0006669139586459148,-0.08029074957504556,0.01996997195572683,nan,0.10921737265306122,4.1171714967634963e-07,0.006106994213523743,8.712355577955682e-05,4.4487547708931656e-07,0.0006669898628085112,0.0005477450121052851,0.0013881308193940955,-0.08053666804754833,1.006224888141635e-05,0.006106994213523743,9.213047921762397e-05,0.0006669139586459148,-0.08029074957504556,0.009333999988191387,0.9285419044726448,0.0033476649999999997,0.0009537413247946713,0.2848974807200456,1.0,8.976477031495029e-07,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,16.253148373118645,[],,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=adn_2,I=n2,B=idn_2",2,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 2, 'weight': 1.0, 'mse_increase': 1.667234437132382e-14, 'mean_mse_increase': 1.670846819570696e-14, 'centered_mse_increase': -3.612381114824817e-17}, {'effects': {'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}, 'condition': 2, 'weight': 1.0, 'mse_increase': 0.00011670823096151008, 'mean_mse_increase': 0.00011506799875960658, 'centered_mse_increase': 1.64023220190349e-06}]",2,2.7184257987631373e-07,0.0005213852509194269,0.00039966452539704216,0.0012311257648248836,49.0,-0.0002884577352473949,8.320786502405619e-08,1.8863471485225754e-07,0.00043432098136315906,-0.1004526748811767,-0.08586326569536096,nan,0.07686286373469386,1.7141556302966477e-07,0.006783318049651166,0.0027513065521508413,2.7184257987631373e-07,0.0005213852509194269,0.00039966452539704216,0.0012311257648248836,-0.5858687220207028,-0.0002884577352473949,0.006783318049651166,-0.003752888211959669,0.00043432098136315906,-0.1004526748811767,0.05245289841515759,0.9900599344045254,0.0019401760000000018,0.00038064148530760067,0.19618915258595113,1.0,9.81177850669299e-07,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,13.57727142105184,[],,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=adn_2,I=n2,B=idn_2",2,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 4, 'weight': 1.0, 'mse_increase': 2.198803762121182e-10, 'mean_mse_increase': 2.2488821874801124e-10, 'centered_mse_increase': -5.007842535868641e-12}, {'effects': {'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}, 'condition': 4, 'weight': 1.0, 'mse_increase': 1.9327122412703214e-05, 'mean_mse_increase': 1.82674405106516e-05, 'centered_mse_increase': 1.0596819020516144e-06}]",4,1.7916206089296202e-07,0.0004232753960401691,0.00035208442979370655,0.0009617852322584969,49.0,4.6487566883891124e-05,2.1610938747842506e-09,1.7700096701817777e-07,0.00042071482861693595,0.032554792367266105,0.23023900965036545,nan,0.07443086153061225,1.8295709733400396e-07,0.005686826503628237,0.0031019972414936927,1.7916206089296202e-07,0.0004232753960401691,0.00035208442979370655,0.0009617852322584969,0.02074276700025346,4.6487566883891124e-05,0.005686826503628237,0.0006245738115602963,0.00042071482861693595,0.032554792367266105,0.05569557649844099,0.9924001972391467,0.0023843499999999934,0.000821024468071696,0.34433890497271724,1.0,9.863039188696777e-07,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,13.097472643005897,[],,
"cvd:aib_qss:AIB:full:bulk_as_surface:A=adn_2,I=n2,B=idn_2",2,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 5, 'weight': 1.0, 'mse_increase': -9.236640179923969e-17, 'mean_mse_increase': -5.905618263886409e-17, 'centered_mse_increase': -3.330999416724899e-17}, {'effects': {'A': ['adn_2'], 'B': ['idn_2'], 'I': ['n2']}, 'condition': 5, 'weight': 1.0, 'mse_increase': 0.0011629034947193166, 'mean_mse_increase': 0.0011626806078676164, 'centered_mse_increase': 2.2288685169964992e-07}]",5,2.3459408090931562e-06,0.0015316464373650847,0.0013114648153259613,0.0029437128382008293,49.0,0.00012218233812900342,1.4928523750670123e-08,2.331012285342486e-06,0.0015267653013290832,-0.17215988421877748,-0.24103207404371738,nan,0.20429415020408165,1.988647041010162e-06,0.007497260375958056,0.013798163113631348,2.3459408090931562e-06,0.0015316464373650847,0.0013114648153259613,0.0029437128382008293,-0.17966675871325144,0.00012218233812900342,0.007497260375958056,0.0005980706643188176,0.0015267653013290832,-0.17215988421877748,0.11746558267693286,0.9869608918420164,0.005754740000000008,0.0012805829244948441,0.22252663447781174,1.0,2.7046553860543297e-07,"{'A': 'adn_2', 'I': 'n2', 'B': 'idn_2'}","{'A': ['aib_qss'], 'B': ['aib_qss'], 'I': ['aib_qss']}",surface_qss,0.0,nan,nan,16.548170999431814,[],,
"cvd:aib_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",3,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'AB': ['adn_2', 'idn_2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 3.270154213863475e-05, 'mean_mse_increase': 3.012598599499901e-05, 'centered_mse_increase': 2.575556143635732e-06}, {'effects': {}, 'condition': 1, 'weight': 1.0, 'mse_increase': 8.667866617716394e-05, 'mean_mse_increase': 8.671171881156125e-05, 'centered_mse_increase': -3.30526343972923e-08}]",1,4.448896023928706e-07,0.0006670004515687156,0.0005479423606560078,0.0013890589498930933,49.0,1.0946155454261199e-05,1.1981831922885218e-10,4.4476978407364183e-07,0.0006669106267511726,-0.08027995536079757,0.01997099729402341,nan,0.10921737265306122,4.1171714967634963e-07,0.006107091164768286,8.712355577955682e-05,4.448896023928706e-07,0.0006670004515687156,0.0005479423606560078,0.0013890589498930933,-0.08057097631856691,1.0946155454261199e-05,0.006107091164768286,0.00010022357422049185,0.0006669106267511726,-0.08027995536079757,0.009333999988191387,0.9285407700436522,0.0033476649999999997,0.0009536851022192566,0.2848806861556508,1.0,8.976539595685556e-07,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{'AB': ['aib_qss']},surface_qss,0.0,nan,nan,16.253148373118645,[],,
"cvd:aib_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",3,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'AB': ['adn_2', 'idn_2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 2, 'weight': 1.0, 'mse_increase': 0.00011667271194140033, 'mean_mse_increase': 0.00011503259344137543, 'centered_mse_increase': 1.6401185000249535e-06}, {'effects': {}, 'condition': 2, 'weight': 1.0, 'mse_increase': 0.0027510347095542893, 'mean_mse_increase': 0.002751051928706077, 'centered_mse_increase': -1.7219151786468962e-08}]",2,2.718425965486581e-07,0.0005213852669079345,0.00039966453775169917,0.0012311257937467346,49.0,-0.0002884577642091202,8.320788173252438e-08,1.8863471481613373e-07,0.0004343209813215725,-0.10045267467043861,-0.08586326531287092,nan,0.07686286373469386,1.7141556302966477e-07,0.006783318257664592,0.0027513065521508413,2.718425965486581e-07,0.0005213852669079345,0.00039966453775169917,0.0012311257937467346,-0.5858688192834256,-0.0002884577642091202,0.006783318257664592,-0.0037528885887570433,0.0004343209813215725,-0.10045267467043861,0.05245289841515759,0.990059934099709,0.0019401760000000018,0.00038064148515840057,0.19618915250905083,1.0,9.811778504358285e-07,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{'AB': ['aib_qss']},surface_qss,0.0,nan,nan,13.57727142105184,[],,
"cvd:aib_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",3,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'AB': ['adn_2', 'idn_2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 4, 'weight': 1.0, 'mse_increase': 1.9326902529356966e-05, 'mean_mse_increase': 1.826721561945508e-05, 'centered_mse_increase': 1.05968690990189e-06}, {'effects': {}, 'condition': 4, 'weight': 1.0, 'mse_increase': 0.0031018178595524195, 'mean_mse_increase': 0.003101811898414262, 'centered_mse_increase': 5.961138158362055e-09}]",4,1.7938194126917414e-07,0.0004235350531764451,0.0003527086375977935,0.0009641874072394974,49.0,4.8846515674429244e-05,2.385982093532262e-09,1.769959591756419e-07,0.0004207088769869753,0.03258216404406267,0.23026140347368124,nan,0.07443086153061225,1.8295709733400396e-07,0.005690315071823423,0.0031019972414936927,1.7938194126917414e-07,0.0004235350531764451,0.0003527086375977935,0.0009641874072394974,0.019540953135603445,4.8846515674429244e-05,0.005690315071823423,0.0006562669660130084,0.0004207088769869753,0.03258216404406267,0.05569557649844099,0.9923955351608884,0.0023843499999999934,0.0008209701806780739,0.34431613675763884,1.0,9.86435025488437e-07,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{'AB': ['aib_qss']},surface_qss,0.0,nan,nan,13.097472643005897,[],,
"cvd:aib_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",3,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'AB': ['adn_2', 'idn_2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 5, 'weight': 1.0, 'mse_increase': 0.0011629034948444728, 'mean_mse_increase': 0.0011626806079929844, 'centered_mse_increase': 2.2288685148852315e-07}, {'effects': {}, 'condition': 5, 'weight': 1.0, 'mse_increase': 0.01379581717282235, 'mean_mse_increase': 0.013796159538066649, 'centered_mse_increase': -3.423652442990141e-07}]",5,2.34594080900079e-06,0.001531646437334932,0.0013114648152463962,0.002943712838129886,49.0,0.00012218233788733107,1.492852369161394e-08,2.331012285309176e-06,0.0015267653013181744,-0.17215988420202755,-0.24103207398854404,nan,0.20429415020408165,1.988647041010162e-06,0.007497260375810461,0.013798163113631348,2.34594080900079e-06,0.001531646437334932,0.0013114648152463962,0.002943712838129886,-0.17966675866680437,0.00012218233788733107,0.007497260375810461,0.000598070663135855,0.0015267653013181744,-0.17215988420202755,0.11746558267693286,0.9869608918422732,0.005754740000000008,0.0012805829245050582,0.22252663447958662,1.0,2.704655385861944e-07,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{'AB': ['aib_qss']},surface_qss,0.0,nan,nan,16.548170999431814,[],,
"cvd:parallel_a_ab_qss:AB:full:bulk_as_surface:A=adn_2,B=idn_2",4,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}",{},deposition_rate,nm/s,condition_cv,inner_selection,"{'A': ['adn_2'], 'AB': ['adn_2', 'idn_2']}","[{'effects': {'AB': ['adn_2', 'idn_2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': -1.599545554957913e-08, 'mean_mse_increase': -2.323510904076986e-09, 'centered_mse_increase': -1.3671944645502104e-08}, {'effects': {'A': ['adn_2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 3.433589581744053e-05, 'mean_mse_increase': 3.1756339731469775e-05, 'centered_mse_increase': 2.5795560859707443e-06}, {'effects': {'A': ['adn_2'], 'AB': ['adn_2', 'idn_2']}, 'condition': 1, 'weight': 1.0, 'mse_increase': 3.268554668308537e-05, 'mean_mse_increase': 3.0123662484095135e-05, 'centered_mse_increase': 2.561884198990236e-06}]",1,4.6088505794244974e-07,0.0006788851581397621,0.0005434115657410653,0.0016738876060311686,49.0,-4.9430043731579264e-05,2.4433292233058384e-09,4.5844172871914393e-07,0.000677083250951568,-0.11348708471222158,-0.13564612368206858,nan,0.10921737265306122,4.1171714967634963e-07,0.0062159081623058415,8.712355577955682e-05,4.6088505794244974e-07,0.0006788851581397621,0.0005434115657410653,0.0016738876060311686,-0.11942156964982131,-4.9430043731579264e-05,0.0062159081623058415,-0.0004525840764234297,0.000677083250951568,-0.11348708471222158,0.009333999988191387,0.9272674995716057,0.0033476649999999997,0.000551622966833476,0.16477842521084876,1.0,9.141989997349e-07,"{'A': 'adn_2', 'I': None, 'B': 'idn_2'}","{'A': ['parallel_a_ab_qss'], 'AB': ['parallel_a_ab_qss']}",surface_parallel_qss,0.0,nan,nan,22.875732003183955,[],,
