x,y,z,concentration_adn_2,concentration_idn_2,concentration_n2,molef_adn_2,molef_idn_2,molef_n2,density
-3.77999991e-02,9.12000015e-02,0.00000000e+00,3.50482537e-06,1.73091053e-06,1.99644695e-04,1.71066858e-02,8.44839308e-03,9.74444926e-01,6.39092969e-03
-6.97999969e-02,6.97999969e-02,0.00000000e+00,3.53647329e-06,1.70422265e-06,1.99639733e-04,1.72611568e-02,8.31813365e-03,9.74420726e-01,6.39086869e-03
-9.12000015e-02,3.77999991e-02,0.00000000e+00,3.47584023e-06,1.75614957e-06,1.99690025e-04,1.69617701e-02,8.56984407e-03,9.74468350e-01,6.39226194e-03
-9.87000018e-02,0.00000000e+00,0.00000000e+00,3.51844437e-06,1.71946238e-06,1.99657967e-04,1.71718653e-02,8.39188416e-03,9.74436224e-01,6.39134180e-03
-9.12000015e-02,-3.77999991e-02,0.00000000e+00,3.51608196e-06,1.72329624e-06,1.99682458e-04,1.71581600e-02,8.40952992e-03,9.74432290e-01,6.39233133e-03
-6.97999969e-02,-6.97999969e-02,0.00000000e+00,3.54468352e-06,1.69859550e-06,1.99663016e-04,1.72990467e-02,8.28962028e-03,9.74411309e-01,6.39175903e-03
-3.77999991e-02,-9.12000015e-02,0.00000000e+00,3.48530284e-06,1.75036644e-06,1.99727903e-04,1.70044992e-02,8.53988994e-03,9.74455595e-01,6.39371714e-03
0.00000000e+00,-9.87000018e-02,0.00000000e+00,3.54309327e-06,1.70287694e-06,1.99738352e-04,1.72847025e-02,8.30735173e-03,9.74407971e-01,6.39436068e-03
3.77999991e-02,-9.12000015e-02,0.00000000e+00,3.51179551e-06,1.72919158e-06,1.99759001e-04,1.71307120e-02,8.43508169e-03,9.74434197e-01,6.39484962e-03
6.97999969e-02,-6.97999969e-02,0.00000000e+00,3.53348537e-06,1.70865724e-06,1.99700604e-04,1.72413308e-02,8.33724253e-03,9.74421442e-01,6.39288919e-03
9.12000015e-02,-3.77999991e-02,0.00000000e+00,3.48666754e-06,1.74830257e-06,1.99713177e-04,1.70124359e-02,8.53046216e-03,9.74457085e-01,6.39315369e-03
9.87000018e-02,0.00000000e+00,0.00000000e+00,3.53778887e-06,1.70523958e-06,1.99699803e-04,1.72623210e-02,8.32056254e-03,9.74417150e-01,6.39291247e-03
9.12000015e-02,3.77999991e-02,0.00000000e+00,3.49554693e-06,1.74082709e-06,1.99701448e-04,1.70566216e-02,8.49441625e-03,9.74448979e-01,6.39284868e-03
6.97999969e-02,6.97999969e-02,0.00000000e+00,3.54723147e-06,1.69647330e-06,1.99668211e-04,1.73110049e-02,8.27903766e-03,9.74409938e-01,6.39191596e-03
3.77999991e-02,9.12000015e-02,0.00000000e+00,3.48227150e-06,1.75446428e-06,1.99763483e-04,1.69866718e-02,8.55835341e-03,9.74454999e-01,6.39496557e-03
0.00000000e+00,1.48000002e-01,0.00000000e+00,3.53851556e-06,1.70899125e-06,1.99567134e-04,1.72766726e-02,8.34408775e-03,9.74379241e-01,6.38993084e-03
-3.83000001e-02,1.43000007e-01,0.00000000e+00,3.52988673e-06,1.71779789e-06,1.99575166e-04,1.72338523e-02,8.38674977e-03,9.74379420e-01,6.39039231e-03
-7.40000010e-02,1.28000006e-01,0.00000000e+00,3.56820919e-06,1.68825045e-06,1.99594462e-04,1.74185652e-02,8.24136194e-03,9.74340081e-01,6.39149314e-03
-1.04999997e-01,1.04999997e-01,0.00000000e+00,3.57732802e-06,1.68332690e-06,1.99586866e-04,1.74633712e-02,8.21746327e-03,9.74319160e-01,6.39176788e-03
-1.28000006e-01,7.40000010e-02,0.00000000e+00,3.55292832e-06,1.70229850e-06,1.99611110e-04,1.73426643e-02,8.30931216e-03,9.74348009e-01,6.39211759e-03
-1.43000007e-01,3.83000001e-02,0.00000000e+00,3.53813266e-06,1.71474119e-06,1.99616610e-04,1.72701776e-02,8.36991891e-03,9.74359870e-01,6.39222981e-03
-1.48000002e-01,0.00000000e+00,0.00000000e+00,3.55217003e-06,1.70263002e-06,1.99616174e-04,1.73385702e-02,8.31074268e-03,9.74350631e-01,6.39220560e-03
-1.43000007e-01,-3.83000001e-02,0.00000000e+00,3.53676523e-06,1.71535805e-06,1.99586240e-04,1.72661263e-02,8.37420300e-03,9.74359632e-01,6.39128499e-03
-1.28000006e-01,-7.40000010e-02,0.00000000e+00,3.57404565e-06,1.68519853e-06,1.99581016e-04,1.74479634e-02,8.22689198e-03,9.74325180e-01,6.39144564e-03
-1.04999997e-01,-1.04999997e-01,0.00000000e+00,3.58316197e-06,1.68017300e-06,1.99574191e-04,1.74927022e-02,8.20246618e-03,9.74304855e-01,6.39172457e-03
-7.40000010e-02,-1.28000006e-01,0.00000000e+00,3.57016324e-06,1.69179646e-06,1.99655493e-04,1.74224451e-02,8.25598929e-03,9.74321544e-01,6.39408175e-03
-3.83000001e-02,-1.43000007e-01,0.00000000e+00,3.53368091e-06,1.71883221e-06,1.99600850e-04,1.72498077e-02,8.39054957e-03,9.74359632e-01,6.39183354e-03
0.00000000e+00,-1.48000002e-01,0.00000000e+00,3.56469695e-06,1.69197335e-06,1.99598988e-04,1.74010191e-02,8.25934391e-03,9.74339604e-01,6.39173947e-03
3.83000001e-02,-1.43000007e-01,0.00000000e+00,3.55024940e-06,1.70395515e-06,1.99610469e-04,1.73297301e-02,8.31746683e-03,9.74352777e-01,6.39199186e-03
7.40000010e-02,-1.28000006e-01,0.00000000e+00,3.54027361e-06,1.71398938e-06,1.99648202e-04,1.72778480e-02,8.36490374e-03,9.74357188e-01,6.39329664e-03
1.04999997e-01,-1.04999997e-01,0.00000000e+00,3.57089903e-06,1.69069790e-06,1.99639297e-04,1.74274445e-02,8.25129542e-03,9.74321246e-01,6.39354903e-03
1.28000006e-01,-7.40000010e-02,0.00000000e+00,3.56474243e-06,1.69379928e-06,1.99659771e-04,1.73959192e-02,8.26572906e-03,9.74338353e-01,6.39375625e-03
1.43000007e-01,-3.83000001e-02,0.00000000e+00,3.53036376e-06,1.72069974e-06,1.99644637e-04,1.72300506e-02,8.39792937e-03,9.74372029e-01,6.39289571e-03
1.48000002e-01,0.00000000e+00,0.00000000e+00,3.54776284e-06,1.70497833e-06,1.99644783e-04,1.73148159e-02,8.32112692e-03,9.74364042e-01,6.39276626e-03
1.43000007e-01,3.83000001e-02,0.00000000e+00,3.53447808e-06,1.71729710e-06,1.99654140e-04,1.72492750e-02,8.38090479e-03,9.74369824e-01,6.39318349e-03
1.28000006e-01,7.40000010e-02,0.00000000e+00,3.56976079e-06,1.68597592e-06,1.99584916e-04,1.74270160e-02,8.23067129e-03,9.74342287e-01,6.39106659e-03
1.04999997e-01,1.04999997e-01,0.00000000e+00,3.58298917e-06,1.67711346e-06,1.99578484e-04,1.74917672e-02,8.18748865e-03,9.74320710e-01,6.39130501e-03
7.40000010e-02,1.28000006e-01,0.00000000e+00,3.56524993e-06,1.69022405e-06,1.99600850e-04,1.74036603e-02,8.25077854e-03,9.74345565e-01,6.39157696e-03
3.83000001e-02,1.43000007e-01,0.00000000e+00,3.52330471e-06,1.72251930e-06,1.99567046e-04,1.72025561e-02,8.41021072e-03,9.74387288e-01,6.39000908e-03
